organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,nursing degree received,gpa,employment status,previous health care work experience,leave,type of leave,termination,termination date,tenure,termination reason,id,education_clean,gpa_numeric
Emory University Hospital At Wesley Woods,2019-08-01,2030136,15457,2019-07-22,Psychiatric Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22336,Emory University,3.75
Emory University Hospital,2019-08-01,2116626,15458,2019-07-22,Surgical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22337,Emory University,3.75
Emory University Hospital,2019-08-01,2190030,15459,2019-07-22,Surgical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22338,Emory University,3.75
Emory University Hospital,2019-08-01,2195043,15460,2019-07-22,Telemetry Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22339,Emory University,3.75
The Emory Clinic,2019-08-01,2195339,15461,2019-07-29,Ambulatory Setting,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-02-11,1.542465753,Unhappy With Job/Facility,22340,Emory University,3.75
Emory University Hospital,2019-08-01,2202908,15462,2019-07-22,Medical/Surgical Intermediate Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-08-14,2.065753425,Relocating Out Of Area,22341,Emory University,3.75
Emory University Hospital,2019-08-01,2202912,15463,2019-07-22,Cardiac/Heart/Vascular Critical Care,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22342,Emory University,3.75
Emory University Hospital,2019-08-01,2206621,15464,2019-07-29,Perioperative Or,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22343,Emory University,3.25
Emory University Hospital,2019-08-01,2316919,15465,2019-07-22,Medical Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,Full-Time,,No,,Yes,2022-05-15,2.816438356,Compensation/Pay,22344,Emory University,3.75
Emory Decatur Hospital,2024-03-26,2279934,15466,2023-11-06,Medical/Surgical Inpatient Unit,24.0,Male,Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2024-09-06,0.8356164384,Unsatisfactory Performance,22345,Emory University,3.25
Emory University Hospital Midtown,2019-07-25,2187499,15467,2019-07-29,General Surgical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22346,Emory University,3.25
Emory University Hospital Midtown,2019-07-25,2188580,15468,2019-07-29,Neonatal Icu Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22347,Emory University,3.75
Emory University Hospital Midtown,2019-07-25,2211654,15469,2019-08-05,Emergency Department,21.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22348,Emory University,3.25
Emory University Hospital Midtown,2019-07-25,2211952,15470,2019-09-09,Obstetrics/Labor & Delivery Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22349,Emory University,3.75
Emory University Orthopaedics & Spine Hospital,2019-07-23,0674723,15471,2019-07-15,Orthopedic Inpatient Unit,35.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-07-23,2.024657534,Other/Unknown,22350,Emory University,3.25
Emory Decatur Hospital,2019-07-23,2190600,15472,2019-07-29,Obstetrics/Labor & Delivery Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,Yes,2020-09-29,1.17260274,Unhappy With Job/Facility,22351,Emory University,3.75
Emory Decatur Hospital,2019-07-23,2318992,15473,2019-07-15,Medical/Surgical Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2021-03-28,1.704109589,Other/Unknown,22352,Emory University,3.25
Emory University Hospital Midtown,2019-02-28,1532284,15474,2019-02-25,Emergency Department,27.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22353,Emory University,3.25
Emory University Hospital Midtown,2019-02-28,2071266,15475,2019-02-25,Neonatal Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,Yes,2020-06-14,1.301369863,Relocating Out Of Area,22354,Emory University,3.25
Emory University Hospital Midtown,2019-02-28,2071722,15476,2019-02-25,Medical Icu Inpatient Unit,23.0,Male,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22355,Emory University,3.25
Emory University Hospital Midtown,2019-02-28,2232882,15477,2019-02-25,Neurology/Neurosurgical Icu Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22356,Emory University,3.75
Emory University Hospital Midtown,2019-02-28,2245552,15478,2019-02-25,Emergency Department,28.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22357,Emory University,3.75
Emory University Hospital Midtown,2019-02-28,2272368,15479,2019-02-25,Mother/Baby Unit,25.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22358,Emory University,3.75
Emory University Hospital Midtown,2019-02-28,2290563,15480,2019-02-25,Neurology/Neurosurgical Icu Inpatient Unit,26.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22359,Emory University,3.75
Emory University Hospital Midtown,2019-02-28,2297075,15481,2019-02-25,Neonatal Icu Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-08-09,1.454794521,Family Obligations (Family/Friend Caregiving Responsibility),22360,Emory University,3.75
Emory Decatur Hospital,2019-02-27,2021372,15482,2019-02-25,Neonatal Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22361,Emory University,3.75
Emory Decatur Hospital,2019-02-27,2276777,15483,2019-02-25,Obstetrics/Labor & Delivery Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-06-13,2.298630137,Other/Unknown,22362,Emory University,3.75
Emory University Hospital,2019-02-26,0433961,15484,2019-02-28,Neurology/Neurosurgical Icu Inpatient Unit,26.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22363,Emory University,3.25
The Emory Clinic,2019-02-26,0975086,15485,2019-02-18,Ambulatory Setting,32.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-10-31,1.701369863,Obtained Position With A More Desirable Work Schedule,22364,Emory University,3.75
Emory University Hospital,2019-02-26,1411486,15486,2019-03-04,Surgical Icu Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22365,Emory University,3.75
Emory University Hospital,2019-02-26,1471370,15487,2019-03-04,Cardiac/Heart/Vascular Critical Care,28.0,Female,Bsn,3.5 And Above,,,No,,Yes,2020-05-02,1.164383562,Unsatisfactory Performance,22366,Emory University,3.75
Emory University Hospital,2019-02-26,1692468,15488,2019-03-04,Medical Icu Inpatient Unit,26.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22367,Emory University,3.75
Emory University Hospital,2019-02-26,2022220,15489,2019-03-04,Perioperative Or,24.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22368,Emory University,3.75
Emory University Hospital,2019-02-26,2064715,15490,2019-02-28,General Surgical Inpatient Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22369,Emory University,3.25
Emory University Hospital,2019-02-26,2067385,15491,2019-02-25,Emergency Department,24.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22370,Emory University,3.25
Emory University Hospital,2019-02-26,2069389,15492,2019-03-04,Oncology Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22371,Emory University,3.75
Emory Rehabilitation Hospital,2019-02-26,2230557,15493,2019-02-18,Rehabilitation Inpatient Unit,27.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22372,Emory University,3.25
Emory University Hospital At Wesley Woods,2019-02-26,2274351,15494,2019-03-04,Psychiatric Inpatient Unit,27.0,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22373,Emory University,3.75
Emory University Hospital,2019-02-26,2276189,15495,2019-03-04,Transplant Unit,26.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-10-02,2.583561644,Travel Nurse,22374,Emory University,3.75
Emory University Hospital,2019-02-26,2276302,15496,2019-03-04,Cardiac/Heart/Vascular Critical Care,25.0,Male,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-10-25,1.646575342,Obtained Position Representing A Different Job Experience,22375,Emory University,3.75
Emory University Hospital,2019-02-26,2276366,15497,2019-03-04,Oncology Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-06-21,1.301369863,Relocating Out Of Area,22376,Emory University,3.75
Emory University Hospital,2019-02-26,2276396,15498,2019-03-04,Oncology Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22377,Emory University,3.75
Emory University Hospital,2019-02-26,2276552,15499,2019-03-04,Medical Icu Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-09-25,2.564383562,Other/Unknown,22378,Emory University,3.75
Emory University Hospital,2019-02-26,2276591,15500,2019-02-25,Emergency Department,25.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22379,Emory University,3.75
Emory University Hospital,2019-02-26,2277109,15501,2019-03-04,Orthopedic Inpatient Unit,25.0,Male,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22380,Emory University,3.25
Emory University Hospital,2019-02-26,2287870,15502,2019-03-04,General Surgical Inpatient Unit,24.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22381,Emory University,3.25
Emory University Hospital,2019-02-26,2290547,15503,2019-03-04,Neurology/Neurosurgical Icu Inpatient Unit,31.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-10-05,1.591780822,Relocating Out Of Area,22382,Emory University,3.75
Emory University Hospital,2019-02-26,2313299,15504,2019-02-25,Emergency Department,27.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22383,Emory University,3.75
Emory Saint Joseph’S Hospital,2019-02-18,1216126,15505,2019-02-18,Emergency Department,38.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22384,Emory University,3.75
Emory Saint Joseph’S Hospital,2019-02-18,2029853,15506,2019-02-18,Orthopedic Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2021-02-01,1.956164384,Obtained Position Representing A Promotion/Career Advancement,22385,Emory University,3.75
Emory Saint Joseph’S Hospital,2019-02-18,2081941,15507,2019-02-18,General Medical Inpatient Unit,25.0,Female,Bsn,2.5 - 2.99,Full-Time,,No,,Yes,2021-04-19,2.167123288,Obtained Position Representing A Promotion/Career Advancement,22386,Emory University,2.75
Emory Saint Joseph’S Hospital,2019-02-18,2275995,15508,2019-02-18,Medical/Surgical Intermediate Unit,23.0,Female,Bsn,3.5 And Above,Full-Time,,No,,No,,,,22387,Emory University,3.75
Emory Saint Joseph’S Hospital,2019-02-18,2282765,15509,2019-02-18,Medical/Surgical Intermediate Unit,24.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22388,Emory University,3.25
Emory Saint Joseph’S Hospital,2019-02-18,2287599,15510,2019-02-18,Orthopedic Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22389,Emory University,3.75
Emory University Hospital,2018-10-16,2019278,15511,2018-10-15,Oncology Inpatient Unit,29.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22390,Emory University,3.75
Emory University Hospital,2018-10-16,2272256,15512,2018-10-22,General Surgical Inpatient Unit,48.0,Male,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22391,Emory University,3.25
Emory University Hospital,2018-10-16,2276469,15513,2018-10-15,Medical Icu Inpatient Unit,23.0,Male,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22392,Emory University,3.75
Emory University Hospital,2018-10-16,2299277,15514,2018-10-15,Neurology/Neurosurgical Icu Inpatient Unit,30.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2020-10-31,2.046575342,Returning To School Full-Time,22393,Emory University,3.75
Emory University Hospital,2018-10-15,1931042,15515,2018-10-15,Neonatal Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22394,Emory University,3.75
Emory University Hospital,2018-10-15,2024034,15516,2018-10-15,Medical/Surgical Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22395,Emory University,3.25
Emory University Hospital,2018-10-15,2087437,15517,2018-10-15,Mother/Baby Unit,23.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22396,Emory University,3.25
Emory Saint Joseph’S Hospital,2018-10-08,017368,15518,2018-10-22,Perioperative Or,27.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,22397,Emory University,3.25
Emory Saint Joseph’S Hospital,2018-10-08,110346,15519,2018-10-22,Perioperative Or,33.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2021-03-18,2.405479452,Compensation/Pay,22398,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-10-08,2015468,15520,2018-10-08,General Medical Inpatient Unit,32.0,Male,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22399,Emory University,3.25
Emory Saint Joseph’S Hospital,2018-10-08,514177,15522,,Emergency Department,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22401,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-10-08,600548,15523,,Cardiac/Heart/Vascular Critical Care,34.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2020-02-22,,Relocating Out Of Area,22402,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-10-08,703648,15524,,Medical/Surgical Intermediate Unit,36.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22403,Emory University,3.25
Emory University Hospital,2018-07-30,0404404,15525,2018-07-30,Oncology Inpatient Unit,39.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22404,Emory University,3.25
Emory University Hospital,2018-07-30,0408894,15526,2018-07-30,Oncology Inpatient Unit,42.0,Male,Bsn,3.0 - 3.49,,,No,,No,,,,22405,Emory University,3.25
Emory University Hospital,2018-07-30,0425990,15527,2018-07-30,Oncology Inpatient Unit,22.0,Female,Bsn,3.5 And Above,,,No,,Yes,2020-08-29,2.084931507,Relocating Out Of Area,22406,Emory University,3.75
Emory University Hospital,2018-07-30,1538126,15528,2018-07-30,Oncology Inpatient Unit,39.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22407,Emory University,3.25
Emory University Hospital,2018-07-30,2023012,15529,,Neurology/Neurosurgical Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2020-05-04,,Relocating Out Of Area,22408,Emory University,3.25
Emory University Hospital,2018-07-30,2059747,15530,2018-07-30,Transplant Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22409,Emory University,3.25
Emory University Hospital,2018-07-30,2132633,15531,,Cardiac/Heart/Vascular Critical Care,22.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2020-07-27,,Relocating Out Of Area,22410,Emory University,3.25
Emory University Hospital,2018-07-30,2139696,15532,2018-07-30,Neurology/Neurosurgical Icu Inpatient Unit,22.0,Male,Bsn,3.5 And Above,,,No,,Yes,2020-07-20,1.975342466,Returning To School Full-Time,22411,Emory University,3.75
Emory University Hospital,2018-07-30,2142757,15533,2018-07-30,Oncology Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22412,Emory University,3.25
Emory University Hospital,2018-07-30,2171000,15535,2018-07-30,Medical/Surgical Intermediate Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2020-09-11,2.120547945,Returning To School Full-Time,22414,Emory University,3.25
Emory University Hospital,2018-07-30,2230263,15536,2018-07-30,Rehabilitation Inpatient Unit,26.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22415,Emory University,3.25
Emory University Hospital,2018-07-30,2232214,15537,,Neonatal Icu Inpatient Unit,22.0,Female,Bsn,3.0 - 3.49,,,No,,No,,,,22416,Emory University,3.25
Emory University Hospital,2018-07-30,2232297,15538,2018-07-30,Medical/Surgical Intermediate Unit,29.0,Female,Bsn,3.5 And Above,,,No,,Yes,2021-05-01,2.756164384,Relocating Out Of Area,22417,Emory University,3.75
Emory University Hospital,2018-07-30,2247420,15539,,Cardiac/Heart/Vascular Critical Care,22.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22418,Emory University,3.75
Emory University Hospital,2018-07-23,2148922,15540,,Obstetrics/Labor & Delivery Inpatient Unit,21.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2019-03-01,,Unhappy With Job/Facility,22419,Emory University,3.25
Emory University Hospital,2018-07-23,2171298,15541,,Neonatal Icu Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22420,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-07-23,280657,15542,,Neonatal Icu Inpatient Unit,23.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22421,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-07-23,283690,15543,,Obstetrics/Labor & Delivery Inpatient Unit,21.0,Female,Bsn,3.5 And Above,,,No,,No,,,,22422,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-03-05,311467,15544,,Emergency Department,30.0,Male,Accelerated Bsn,3.5 And Above,,,No,,Yes,2019-05-09,,Relocating Out Of Area,22423,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-03-05,718945,15545,,Medical/Surgical Inpatient Unit,28.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22424,Emory University,3.75
Emory University Hospital,2018-02-28,1529682,15546,2018-02-28,Ambulatory Setting,26.0,Female,Accelerated Bsn,3.0 - 3.49,Full-Time,,No,,No,,,,22425,Emory University,3.25
Emory University Hospital,2018-02-28,1915276,15547,2018-02-28,Ambulatory Setting,23.0,Female,Accelerated Bsn,3.5 And Above,Full-Time,,No,,Yes,2020-08-07,2.44109589,Returning To School Full-Time,22426,Emory University,3.75
Emory University Hospital,2018-02-28,2231795,15548,,Ambulatory Setting,30.0,Female,Accelerated Bsn,3.5 And Above,,,Yes,Maternity,Yes,2020-07-07,,Left Due To Pandemic/Crisis,22427,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-02-26,184350,15550,2018-02-26,Other (Please Specify),23.0,Male,Accelerated Bsn,3.5 And Above,Full-Time,,No,,No,,,,22429,Emory University,3.75
Emory Saint Joseph’S Hospital,2018-02-26,279918,15551,2018-02-26,Emergency Department,30.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2020-03-14,2.046575342,Relocating Out Of Area,22430,Emory University,3.25
Emory University Hospital,2018-02-23,1486754,15552,,Surgical Icu Inpatient Unit,28.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22431,Emory University,3.25
Emory University Hospital,2018-02-23,1501576,15553,,Neonatal Icu Inpatient Unit,27.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22432,Emory University,3.75
Emory University Hospital,2018-02-23,1555772,15554,,Obstetrics/Labor & Delivery Inpatient Unit,27.0,Male,(Other) Absn/Amsn,3.0 - 3.49,,,No,,No,,,,22433,Emory University,3.25
Emory University Hospital,2018-02-23,1633197,15555,,Medical Icu Inpatient Unit,25.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2020-03-14,,Relocating Out Of Area,22434,Emory University,3.75
Emory University Hospital,2018-02-23,1798435,15556,,Oncology Inpatient Unit,24.0,Female,Bsn,3.0 - 3.49,,,No,,Yes,2018-09-22,,Returning To School Full-Time,22435,Emory University,3.25
Emory University Hospital,2018-02-23,1824061,15557,,Emergency Department,25.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22436,Emory University,3.75
Emory University Hospital,2018-02-23,1867567,15558,,General Medical Inpatient Unit,24.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,Yes,2020-02-29,,Obtained Position Representing A Different Job Experience,22437,Emory University,3.25
Emory University Hospital,2018-02-23,1961469,15559,,Cardiac/Heart/Vascular Critical Care,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22438,Emory University,3.75
Emory University Hospital,2018-02-23,1976565,15560,,General Medical Inpatient Unit,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2020-10-22,,Obtained Position Representing A Different Job Experience,22439,Emory University,3.75
Emory University Hospital,2018-02-23,1977945,15561,,Medical/Surgical Icu Inpatient Unit,24.0,Female,Accelerated Bsn,3.5 And Above,,,No,,No,,,,22440,Emory University,3.75
Emory University Hospital,2018-02-23,1991736,15562,,Cardiac/Heart/Vascular Critical Care,23.0,Female,Accelerated Bsn,3.5 And Above,,,No,,Yes,2019-07-28,,Relocating Out Of Area,22441,Emory University,3.75
Emory University Hospital,2018-02-23,2006309,15563,,Medical/Surgical Icu Inpatient Unit,23.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22442,Emory University,3.25
Emory University Hospital,2018-02-23,2016582,15564,,Medical/Surgical Inpatient Unit,23.0,Female,Accelerated Bsn,3.0 - 3.49,,,No,,No,,,,22443,Emory University,3.25
